 ,score
8136,1.8
8137,10.4
8138,2.0
8139,5.8
8140,3.9
8141,1.6
8142,77.9
8143,1.8
8144,0.0
8145,14.4
8146,2.0
8147,0.0
8148,46.3
8149,12.8
8150,0.4
8151,1.4
8152,0.0
8153,0.0
8154,84.6
8155,0.0
8156,1.9
8157,1.7
8158,0.0
8159,31.8
8160,26.0
8161,0.2
8162,5.7
8163,72.9
8164,52.5
8165,8.2
8166,0.0
8167,124.5
8168,2.4
8169,23.7
8170,81.9
8171,3.3
8172,7.9
8173,1.3
8174,1.2
8175,2.6
8176,44.2
8177,11.2
8178,1.8
8179,0.2
8180,26.6
8181,13.7
8182,1.7
8183,0.2
8184,43.4
8185,105.2
8186,7.8
8187,52.0
8188,8.6
8189,14.7
8190,38.1
8191,2.1
8192,29.5
8193,8.4
8194,55.0
8195,36.1
8196,1.8
8197,2.5
8198,92.5
8199,8.0
8200,0.0
8201,2.3
8202,0.0
8203,1.0
8204,1.7
8205,0.6
8206,0.1
8207,40.3
8208,53.5
8209,1.0
8210,154.2
8211,0.6
8212,75.0
8213,1.0
8214,0.0
8215,7.9
8216,0.4
8217,2.0
8218,1.5
8219,11.5
8220,1.9
8221,1.4
8222,1.9
8223,0.5
8224,3.4
8225,69.8
8226,0.2
8227,1.2
8228,0.9
8229,4.6
8230,40.0
8231,3.1
8232,105.1
8233,4.0
8234,0.0
8235,38.4
8236,0.6
8237,124.4
8238,231.6
8239,2.6
8240,1.8
8241,88.5
8242,1.9
8243,3.2
8244,2.5
8245,5.1
8246,1.6
8247,73.4
8248,1.2
8249,16.9
8250,0.3
8251,3.7
8252,3.4
8253,3.0
8254,0.0
8255,30.3
8256,0.4
8257,80.1
8258,43.3
8259,1.7
8260,148.1
8261,0.3
8262,2.4
8263,2.8
8264,7.9
8265,4.0
8266,1.4
8267,0.4
8268,7.3
8269,2.0
8270,52.1
8271,27.8
8272,13.6
8273,0.0
8274,21.4
8275,65.9
8276,59.7
8277,0.8
8278,23.7
8279,1.4
8280,0.0
8281,1.2
8282,6.7
8283,24.6
8284,0.4
8285,6.2
8286,39.2
8287,1.9
8288,2.2
8289,51.9
8290,1.3
8291,12.1
8292,77.4
8293,0.0
8294,1.2
8295,25.3
8296,2.5
8297,5.7
8298,15.9
8299,70.0
8300,1.8
8301,8.8
8302,41.1
8303,17.8
8304,469.6
8305,21.8
8306,3.0
8307,0.6
8308,170.2
8309,2.3
8310,27.5
8311,33.0
8312,38.7
8313,44.8
8314,1.2
8315,3.6
8316,2.9
8317,72.4
8318,2.8
8319,1.0
8320,24.5
8321,13.9
8322,43.2
8323,1.5
8324,1.9
8325,0.2
8326,2.4
8327,4.8
8328,100.0
8329,4.6
8330,105.7
8331,4.5
8332,81.0
8333,1.3
8334,52.8
8335,78.1
8336,1.7
8337,1.5
8338,2.5
8339,1.3
8340,9.2
8341,2.3
8342,2.4
8343,2.8
8344,8.1
8345,17.8
8346,0.8
8347,33.3
8348,11.6
8349,0.6
8350,2.4
8351,1.2
8352,38.2
8353,46.8
8354,16.7
8355,2.0
8356,69.9
8357,2.5
8358,5.0
8359,2.1
8360,9.0
8361,27.8
8362,0.2
8363,7.5
8364,11.9
8365,9.6
8366,63.5
8367,1.9
8368,2.0
8369,4.2
8370,11.2
8371,202.0
8372,14.9
8373,89.6
8374,12.4
8375,0.4
8376,15.4
8377,9.5
8378,0.7
8379,9.9
8380,3.1
8381,5.0
8382,2.9
8383,1.2
8384,52.5
8385,2.1
8386,1.6
8387,5.6
8388,1.0
8389,0.8
8390,12.6
8391,1.7
8392,0.4
8393,1.0
8394,0.2
8395,26.1
8396,0.4
8397,36.1
8398,2.9
8399,47.2
8400,0.2
8401,22.3
8402,47.7
8403,0.8
8404,5.5
8405,3.9
8406,0.2
8407,50.2
8408,32.0
8409,84.9
8410,14.9
8411,3.6
8412,26.6
8413,13.3
8414,3.9
8415,6.4
8416,2.0
8417,6.6
8418,14.1
8419,2.0
8420,10.8
8421,13.1
8422,5.9
8423,6.7
8424,14.4
8425,5.8
8426,10.7
8427,2.0
8428,4.5
8429,1.1
8430,1.6
8431,69.4
8432,11.4
8433,1.7
8434,8.8
8435,0.8
8436,7.3
8437,0.0
8438,0.2
8439,8.3
8440,3.5
8441,30.7
8442,1.8
8443,8.3
8444,5.6
8445,14.3
8446,0.9
8447,3.7
8448,95.0
8449,11.8
8450,5.7
8451,4.0
8452,6.9
8453,17.6
8454,1.7
8455,1.4
8456,0.2
8457,1.6
8458,15.5
8459,9.0
8460,102.8
8461,2.1
8462,2.6
8463,38.8
8464,1.0
8465,64.5
8466,2.2
8467,1.6
8468,1.9
8469,5.4
8470,25.6
8471,1.7
8472,37.5
8473,2.4
8474,8.0
8475,0.4
8476,0.6
8477,2.0
8478,4.5
8479,1.0
8480,12.2
8481,12.0
8482,3.6
8483,2.2
8484,14.3
8485,2.5
8486,19.3
8487,54.3
8488,9.0
8489,14.6
8490,3.2
8491,15.9
8492,3.5
8493,68.0
8494,0.9
8495,5.7
8496,31.3
8497,0.4
8498,5.0
8499,70.6
8500,24.1
8501,12.7
8502,3.0
8503,2.2
8504,2.6
8505,32.6
8506,11.2
8507,2.4
8508,17.2
8509,17.4
8510,19.4
8511,1.0
8512,0.9
8513,18.9
8514,4.7
8515,2.0
8516,51.6
8517,1.8
8518,133.6
8519,1.2
8520,0.2
8521,86.2
8522,0.2
8523,16.8
8524,37.3
8525,37.5
8526,2.1
8527,1.0
8528,2.2
8529,2.4
8530,3.6
8531,6.1
8532,1.6
8533,0.0
8534,2.4
8535,41.4
8536,0.9
8537,2.2
8538,36.2
8539,34.3
8540,1.6
8541,1.2
8542,17.1
8543,2.5
8544,0.6
8545,0.7
8546,34.2
8547,15.5
8548,44.9
8549,0.4
8550,57.3
8551,44.5
8552,0.4
8553,81.4
8554,1.4
8555,31.7
8556,13.3
8557,2.2
8558,104.3
8559,0.6
8560,2.6
8561,0.4
8562,3.4
8563,2.5
8564,109.2
8565,36.3
8566,3.6
8567,1.1
8568,0.4
8569,10.5
8570,41.0
8571,2.5
8572,34.4
8573,0.9
8574,1.1
8575,26.2
8576,2.9
8577,1.4
8578,2.3
8579,1.0
8580,1.7
8581,2.4
8582,3.2
8583,3.0
8584,18.3
8585,0.8
8586,1.0
8587,1.4
8588,6.1
8589,1.1
8590,4.3
8591,119.0
8592,11.1
8593,1.6
8594,0.0
8595,71.9
8596,1.2
8597,1.1
8598,1.5
8599,1.2
8600,22.2
8601,83.5
8602,1.6
8603,2.0
8604,58.9
8605,64.1
8606,2.2
8607,20.8
8608,2.4
8609,24.7
8610,17.6
8611,7.8
8612,17.2
8613,141.0
8614,10.2
8615,29.7
8616,11.8
8617,24.6
8618,48.6
8619,42.5
8620,0.0
8621,49.2
8622,1.6
8623,0.2
8624,4.0
8625,16.1
8626,41.3
8627,161.6
8628,17.7
8629,1.9
8630,33.6
8631,6.0
8632,13.2
8633,79.1
8634,2.1
8635,61.5
8636,1.6
8637,0.4
8638,1.2
8639,5.1
8640,5.7
8641,3.0
8642,2.3
8643,2.4
8644,1.3
8645,67.3
8646,1.4
8647,0.9
8648,0.4
8649,2.3
8650,3.8
8651,3.3
8652,2.2
8653,0.2
8654,30.7
8655,95.8
8656,110.2
8657,52.9
8658,3.1
8659,13.9
8660,13.4
8661,0.8
8662,23.3
8663,19.8
8664,0.0
8665,48.5
8666,4.4
8667,16.2
8668,5.2
8669,1.6
8670,1.5
8671,0.0
8672,1.4
8673,13.7
8674,2.1
8675,19.6
8676,32.8
8677,0.5
8678,39.2
8679,2.2
8680,113.2
8681,18.8
8682,6.7
8683,174.1
8684,0.7
8685,0.8
8686,18.6
8687,1.8
8688,0.2
8689,11.5
8690,5.9
8691,54.2
8692,0.0
8693,8.4
8694,95.5
8695,16.1
8696,5.0
8697,200.4
8698,1.2
8699,2.5
8700,34.2
8701,46.6
8702,2.6
8703,2.6
8704,27.7
8705,3.8
8706,65.8
8707,17.5
8708,18.0
8709,5.6
8710,2.3
8711,1.8
8712,17.2
8713,1.8
8714,1.9
8715,42.5
8716,14.5
8717,0.5
8718,1.5
8719,1.6
8720,5.3
8721,1.0
8722,72.8
8723,29.8
8724,14.1
8725,0.7
8726,10.8
8727,12.7
8728,4.1
8729,1.2
8730,0.0
8731,56.6
8732,66.6
8733,4.8
8734,2.2
8735,0.1
8736,2.6
8737,2.3
8738,74.3
8739,2.6
8740,1.0
8741,1.6
8742,4.6
8743,0.4
8744,4.0
8745,1.9
8746,6.7
8747,6.0
8748,1.6
8749,22.9
8750,0.0
8751,8.6
8752,2.0
8753,13.1
8754,22.2
8755,3.8
8756,76.9
8757,55.2
8758,2.6
8759,1.1
8760,11.9
8761,12.7
8762,1.4
8763,90.2
8764,2.7
8765,57.6
8766,49.2
8767,0.9
8768,12.3
8769,12.3
8770,128.6
8771,2.2
8772,46.3
8773,1.0
8774,0.2
8775,0.0
8776,44.6
8777,14.6
8778,9.6
8779,2.9
8780,4.0
8781,57.8
8782,3.0
8783,2.2
8784,54.7
8785,11.5
8786,8.8
8787,21.2
8788,2.2
8789,2.1
8790,8.8
8791,6.6
8792,15.0
8793,105.3
8794,1.6
8795,12.4
8796,78.7
8797,1.9
8798,52.2
8799,88.2
8800,0.9
8801,34.4
8802,0.2
8803,73.1
8804,0.6
8805,0.8
8806,16.2
8807,7.8
8808,0.4
8809,90.8
8810,16.9
8811,15.3
8812,2.6
8813,10.6
8814,11.7
8815,24.2
8816,18.0
8817,8.9
8818,1.0
8819,5.2
8820,3.2
8821,31.4
8822,1.0
8823,1.4
8824,21.6
8825,8.5
8826,1.4
8827,9.9
8828,113.4
8829,5.1
8830,25.7
8831,0.4
8832,0.0
8833,3.9
8834,0.8
8835,26.9
8836,8.6
8837,12.1
8838,2.2
8839,26.8
8840,1.4
8841,39.6
8842,1.7
8843,27.9
8844,6.6
8845,54.6
8846,44.5
8847,57.2
8848,9.0
8849,9.7
8850,3.5
8851,8.5
8852,2.2
8853,44.1
8854,1.8
8855,46.1
8856,2.2
8857,98.2
8858,99.8
8859,3.6
8860,1.4
8861,40.4
8862,0.6
8863,25.3
8864,12.5
8865,2.5
8866,45.0
8867,1.2
8868,0.0
8869,21.1
8870,0.8
8871,0.0
8872,2.9
8873,2.2
8874,2.2
8875,16.2
8876,6.1
8877,3.2
8878,0.0
8879,25.4
8880,15.8
8881,75.6
8882,2.4
8883,3.9
8884,1.0
8885,45.0
8886,13.4
8887,57.5
8888,41.1
8889,1.2
8890,106.0
8891,42.9
8892,0.0
8893,1.3
8894,0.4
8895,61.6
8896,1.2
8897,1.9
8898,1.8
8899,1.6
8900,44.2
8901,32.8
8902,35.8
8903,71.5
8904,1.2
8905,2.3
8906,0.2
8907,4.0
8908,3.6
8909,0.8
8910,0.0
8911,79.7
8912,11.2
8913,14.4
8914,79.7
8915,6.4
8916,2.9
8917,0.9
8918,131.1
8919,6.3
8920,1.5
8921,1.0
8922,42.8
8923,0.6
8924,105.8
8925,1.6
8926,5.8
8927,2.2
8928,13.6
8929,94.4
8930,2.2
8931,20.1
8932,64.0
8933,1.7
8934,5.6
8935,30.6
8936,2.7
8937,2.8
8938,2.4
8939,0.4
8940,3.0
8941,82.5
8942,1.3
8943,0.0
8944,25.8
8945,1.5
8946,1.7
8947,1.3
8948,2.4
8949,131.6
8950,1.6
8951,2.3
8952,6.2
8953,3.4
8954,6.2
8955,0.7
8956,18.8
8957,16.5
8958,0.0
8959,2.2
8960,10.9
8961,0.5
8962,1.1
8963,3.2
8964,2.3
8965,14.6
8966,76.7
8967,34.9
8968,12.9
8969,51.1
8970,4.3
8971,0.6
8972,9.9
8973,0.0
8974,2.4
8975,2.0
8976,79.8
8977,1.7
8978,1.4
8979,11.0
8980,2.5
8981,1.6
8982,1.5
8983,7.6
8984,73.3
8985,7.6
8986,0.2
8987,4.0
8988,1.6
8989,1.0
8990,2.5
8991,41.8
8992,64.2
8993,0.0
8994,3.8
8995,7.3
8996,1.1
8997,1.0
8998,0.4
8999,87.0
9000,15.8
9001,2.9
9002,113.4
9003,1.7
9004,11.8
9005,18.4
9006,78.6
9007,2.9
9008,28.6
9009,46.5
9010,39.8
9011,1.9
9012,0.2
9013,58.2
9014,5.9
9015,37.4
9016,3.0
9017,0.4
9018,6.4
9019,3.1
9020,6.2
9021,7.7
9022,1.3
9023,2.0
9024,3.1
9025,19.1
9026,1.0
9027,7.0
9028,1.6
9029,32.4
9030,93.1
9031,60.2
9032,2.2
9033,16.1
9034,0.0
9035,2.5
9036,13.5
9037,1.8
9038,2.0
9039,59.3
9040,30.8
9041,15.0
9042,7.3
9043,1.9
9044,90.9
9045,5.6
9046,7.2
9047,51.8
9048,0.4
9049,0.5
9050,7.5
9051,4.8
9052,162.8
9053,9.8
9054,0.4
9055,0.6
9056,0.0
9057,10.6
9058,48.8
9059,0.0
9060,1.7
9061,5.7
9062,23.2
9063,8.4
9064,61.7
9065,0.2
9066,7.2
9067,3.7
9068,3.0
9069,0.9
9070,91.0
9071,0.2
9072,4.5
9073,27.6
9074,13.8
9075,16.8
9076,0.0
9077,2.2
9078,0.0
9079,11.7
9080,2.4
9081,16.2
9082,83.8
9083,59.6
9084,70.4
9085,56.6
9086,1.4
9087,2.0
9088,14.4
9089,0.6
9090,1.1
9091,6.6
9092,1.9
9093,44.1
9094,131.4
9095,6.0
9096,3.8
9097,3.6
9098,1.6
9099,18.4
9100,38.4
9101,2.3
9102,4.3
9103,1.4
9104,0.0
9105,107.9
9106,4.4
9107,0.0
9108,0.6
9109,3.4
9110,10.1
9111,2.2
9112,64.4
9113,9.3
9114,1.4
9115,1.0
9116,111.0
9117,3.7
9118,9.2
9119,8.2
9120,28.4
9121,27.9
9122,2.8
9123,16.3
9124,1.8
9125,3.2
9126,67.7
9127,3.8
9128,3.1
9129,24.4
9130,1.8
9131,20.2
9132,18.6
9133,0.3
9134,3.4
9135,4.9
9136,33.6
9137,25.1
9138,63.9
9139,4.3
9140,111.3
9141,26.0
9142,117.0
9143,26.8
9144,46.0
9145,16.0
9146,1.4
9147,17.5
9148,2.6
9149,1.6
9150,2.0
9151,50.6
9152,0.2
9153,17.4
9154,2.5
9155,9.6
9156,2.2
9157,0.4
9158,4.1
9159,65.2
9160,2.6
9161,1.8
9162,61.8
9163,57.4
9164,12.6
9165,0.6
9166,23.0
9167,1.1
9168,20.5
9169,2.4
9170,1.2
9171,0.2
9172,2.2
9173,2.7
9174,0.0
9175,103.7
9176,1.6
9177,2.8
9178,0.2
9179,1.6
9180,1.5
9181,17.6
9182,1.8
9183,0.0
9184,2.6
9185,3.8
9186,0.0
9187,23.0
9188,1.4
9189,2.1
9190,28.3
9191,1.7
9192,18.2
9193,135.5
9194,8.8
9195,77.5
9196,4.0
9197,5.1
9198,1.6
9199,92.6
9200,1.8
9201,18.6
9202,2.2
9203,12.8
9204,0.9
9205,7.4
9206,0.4
9207,0.2
9208,41.7
9209,1.2
9210,3.3
9211,53.2
9212,0.0
9213,2.3
9214,55.0
9215,16.0
9216,0.0
9217,20.7
9218,1.2
9219,50.3
9220,2.4
9221,1.3
9222,11.6
9223,11.8
9224,56.3
9225,3.3
9226,143.1
9227,14.4
9228,5.1
9229,1.3
9230,0.7
9231,2.6
9232,15.9
9233,28.3
9234,10.4
9235,5.2
9236,22.5
9237,4.5
9238,6.8
9239,2.5
9240,1.8
9241,118.1
9242,6.9
9243,2.0
9244,118.4
9245,12.7
9246,39.2
9247,61.7
9248,14.9
9249,0.8
9250,2.6
9251,14.7
9252,304.8
9253,96.2
9254,1.9
9255,36.6
9256,68.1
9257,140.7
9258,68.9
9259,31.4
9260,11.3
9261,31.0
9262,4.5
9263,2.4
9264,1.5
9265,23.6
9266,52.9
9267,3.8
9268,5.5
9269,27.0
9270,1.3
9271,4.5
9272,39.4
9273,1.4
9274,23.8
9275,81.5
9276,10.8
9277,1.9
9278,2.2
9279,18.4
9280,9.1
9281,0.0
9282,42.4
9283,6.1
9284,1.5
9285,0.6
9286,0.4
9287,57.2
9288,111.9
9289,1.9
9290,2.6
9291,1.4
9292,16.5
9293,0.0
9294,13.6
9295,0.0
9296,259.3
9297,36.9
9298,0.2
9299,49.8
9300,1.4
9301,33.8
9302,47.1
9303,45.2
9304,39.1
9305,25.8
9306,25.2
9307,15.5
9308,4.2
9309,4.5
9310,26.4
9311,8.6
9312,52.5
9313,0.0
9314,1.2
9315,3.1
9316,135.6
9317,2.3
9318,1.5
9319,37.2
9320,2.3
9321,17.5
9322,0.2
9323,63.8
9324,7.2
9325,8.4
9326,13.3
9327,25.0
9328,2.2
9329,52.0
9330,18.8
9331,4.6
9332,20.5
9333,0.2
9334,90.2
9335,2.7
9336,36.7
9337,2.0
9338,2.4
9339,2.4
9340,0.2
9341,67.4
9342,37.6
9343,1.2
9344,2.6
9345,1.4
9346,34.9
9347,43.5
9348,35.2
9349,1.9
9350,2.4
9351,2.6
9352,16.4
9353,17.4
9354,1.2
9355,0.2
9356,0.4
9357,48.0
9358,40.6
9359,2.4
9360,14.9
9361,0.2
9362,2.0
9363,17.2
9364,0.4
9365,1.1
9366,0.2
9367,12.4
9368,2.2
9369,4.1
9370,9.3
9371,10.6
9372,0.2
9373,56.2
9374,4.2
9375,84.9
9376,0.2
9377,1.3
9378,7.1
9379,2.0
9380,2.4
9381,123.3
9382,33.6
9383,13.7
9384,0.8
9385,5.0
9386,19.5
9387,40.9
9388,2.4
9389,1.9
9390,10.1
9391,18.2
9392,11.5
9393,22.4
9394,1.8
9395,2.5
9396,13.2
9397,2.7
9398,32.1
9399,0.4
9400,11.2
9401,0.7
9402,4.3
9403,10.6
9404,76.6
9405,8.6
9406,11.3
9407,87.3
9408,3.3
9409,171.6
9410,0.0
9411,35.3
9412,2.7
9413,7.0
9414,16.5
9415,2.6
9416,38.4
9417,12.1
9418,18.9
9419,0.0
9420,63.4
9421,14.8
9422,104.4
9423,50.9
9424,3.1
9425,1.5
9426,2.0
9427,2.2
9428,0.4
9429,68.5
9430,14.5
9431,0.0
9432,18.4
9433,1.7
9434,6.1
9435,48.5
9436,0.0
9437,3.2
9438,6.9
9439,1.2
9440,2.7
9441,3.8
9442,1.8
9443,17.0
9444,2.9
9445,4.2
9446,4.6
9447,0.2
9448,16.5
9449,1.2
9450,11.7
9451,2.6
9452,2.9
9453,34.4
9454,2.4
9455,12.1
9456,14.4
9457,2.2
9458,69.4
9459,1.5
9460,1.6
9461,2.7
9462,2.4
9463,0.9
9464,0.8
9465,1.7
9466,39.8
9467,90.5
9468,2.8
9469,2.4
9470,1.8
9471,15.3
9472,63.3
9473,0.8
9474,0.0
9475,3.4
9476,14.6
9477,0.8
9478,42.6
9479,39.9
9480,1.5
9481,1.1
9482,1.8
9483,19.3
9484,15.9
9485,27.5
9486,1.7
9487,1.8
9488,4.6
9489,2.0
9490,5.4
9491,13.4
9492,72.8
9493,1.5
9494,41.7
9495,116.6
9496,23.2
9497,21.7
9498,0.7
9499,96.4
9500,1.8
9501,23.2
9502,8.5
9503,7.1
9504,31.0
9505,2.0
9506,2.4
9507,17.4
9508,1.0
9509,0.2
9510,28.4
9511,3.4
9512,0.8
9513,12.3
9514,0.4
9515,2.0
9516,0.8
9517,13.6
9518,6.1
9519,5.8
9520,0.6
9521,2.3
9522,97.8
9523,1.0
9524,19.9
9525,2.4
9526,1.0
9527,31.1
9528,46.1
9529,0.2
9530,47.1
9531,3.0
9532,2.1
9533,11.4
9534,2.3
9535,1.6
9536,1.0
9537,15.4
9538,0.6
9539,1.6
9540,22.8
9541,42.1
9542,2.3
9543,3.5
9544,2.4
9545,6.2
9546,8.8
9547,14.1
9548,3.6
9549,38.6
9550,13.4
9551,11.3
9552,0.0
9553,7.4
9554,7.1
9555,240.2
9556,16.0
9557,19.7
9558,12.3
9559,44.9
9560,21.7
9561,0.8
9562,1.9
9563,9.6
9564,2.7
9565,2.8
9566,2.7
9567,0.0
9568,2.4
9569,81.7
9570,6.9
9571,2.2
9572,27.7
9573,18.6
9574,0.2
9575,12.3
9576,2.4
9577,11.2
9578,13.4
9579,15.5
9580,25.2
9581,1.4
9582,0.4
9583,17.4
9584,43.2
9585,1.1
9586,1.6
9587,30.8
9588,2.2
9589,14.5
9590,2.4
9591,29.2
9592,7.9
9593,1.6
9594,17.8
9595,17.8
9596,5.0
9597,0.2
9598,2.0
9599,1.8
9600,0.2
9601,10.3
9602,1.2
9603,1.9
9604,0.0
9605,0.8
9606,1.6
9607,10.5
9608,1.6
9609,93.4
9610,0.4
9611,1.8
9612,0.4
9613,27.7
9614,1.2
9615,0.0
9616,2.4
9617,17.0
9618,0.0
9619,0.7
9620,1.7
9621,14.8
9622,0.6
9623,1.0
9624,2.1
9625,2.4
9626,1.8
9627,47.9
9628,2.6
9629,0.2
9630,0.9
9631,39.7
9632,1.4
9633,39.6
9634,64.9
9635,42.5
9636,1.3
9637,63.6
9638,1.1
9639,36.8
9640,11.8
9641,150.2
9642,2.1
9643,1.2
9644,1.6
9645,7.3
9646,2.0
9647,0.6
9648,72.6
9649,14.6
9650,13.0
9651,0.5
9652,36.4
9653,7.9
9654,54.9
9655,0.0
9656,0.4
9657,11.9
9658,2.0
9659,1.2
9660,96.5
9661,18.5
9662,7.9
9663,0.4
9664,5.0
9665,2.3
9666,12.2
9667,35.0
9668,1.6
9669,71.1
9670,1.4
9671,2.4
9672,3.6
9673,6.0
9674,8.0
9675,1.0
9676,0.2
9677,2.4
9678,1.8
9679,11.0
9680,1.9
9681,1.5
9682,2.4
9683,23.0
9684,3.0
9685,2.1
9686,2.5
9687,37.1
9688,50.6
9689,1.4
9690,125.1
9691,10.4
9692,0.8
9693,2.7
9694,69.7
9695,12.1
9696,5.7
9697,1.4
9698,0.8
9699,2.1
9700,0.6
9701,28.7
9702,2.1
9703,20.0
9704,0.2
9705,2.8
9706,1.3
9707,0.0
9708,101.8
9709,2.6
9710,74.0
9711,61.0
9712,0.0
9713,3.2
9714,59.7
9715,52.9
9716,2.0
9717,2.3
9718,0.8
9719,1.8
9720,1.8
9721,34.5
9722,28.2
9723,8.5
9724,58.2
9725,0.0
9726,1.6
9727,1.9
9728,1.0
9729,2.3
9730,4.0
9731,1.3
9732,3.3
9733,3.4
9734,1.2
9735,2.4
9736,9.1
9737,4.2
9738,0.9
9739,62.0
9740,40.7
9741,0.6
9742,35.2
9743,8.3
9744,2.9
9745,1.6
9746,0.6
9747,38.6
9748,4.3
9749,0.0
9750,3.8
9751,68.0
9752,40.2
9753,2.4
9754,1.9
9755,57.8
9756,0.0
9757,0.5
9758,2.1
9759,7.9
9760,14.7
9761,0.0
9762,84.5
9763,2.1
9764,1.3
9765,2.9
9766,4.2
9767,2.2
9768,3.1
9769,36.6
9770,2.0
9771,13.8
9772,5.1
9773,13.2
9774,2.0
9775,5.2
9776,4.7
9777,11.8
9778,10.3
9779,2.6
9780,69.3
9781,2.2
9782,2.8
9783,46.8
9784,14.4
9785,54.1
9786,9.9
9787,0.4
9788,4.6
9789,1.4
9790,77.8
9791,0.2
9792,2.6
9793,1.0
9794,1.9
9795,0.0
9796,127.5
9797,2.5
9798,28.4
9799,1.6
9800,60.6
9801,77.0
9802,8.6
9803,3.2
9804,4.2
9805,38.2
9806,2.2
9807,0.0
9808,1.7
9809,25.2
9810,0.2
9811,1.2
9812,149.4
9813,156.0
9814,49.7
9815,0.6
9816,3.4
9817,2.4
9818,2.3
9819,73.5
9820,20.7
9821,0.0
9822,35.4
9823,1.3
9824,7.0
9825,1.6
9826,44.2
9827,72.4
9828,16.4
9829,25.6
9830,3.7
9831,95.8
9832,61.7
9833,1.7
9834,23.8
9835,1.8
9836,2.0
9837,42.9
9838,0.2
9839,16.2
9840,1.8
9841,25.9
9842,9.8
9843,10.4
9844,27.2
9845,1.7
9846,2.0
9847,1.0
9848,44.6
9849,4.6
9850,47.3
9851,40.1
9852,0.2
9853,67.6
9854,3.4
9855,13.2
9856,19.9
9857,34.2
9858,0.2
9859,42.1
9860,36.3
9861,8.2
9862,36.3
9863,2.9
9864,2.0
9865,22.5
9866,0.8
9867,43.4
9868,2.8
9869,2.2
9870,1.5
9871,3.2
9872,61.1
9873,1.2
9874,0.0
9875,15.7
9876,7.4
9877,1.0
9878,17.0
9879,1.2
9880,1.4
9881,6.9
9882,2.4
9883,6.5
9884,1.6
9885,31.4
9886,41.8
9887,2.1
9888,17.0
9889,40.0
9890,15.5
9891,2.8
9892,1.0
9893,3.6
9894,40.4
9895,15.6
9896,26.3
9897,15.5
9898,17.8
9899,2.8
9900,50.0
9901,0.8
9902,1.8
9903,7.9
9904,2.9
9905,113.3
9906,4.7
9907,1.8
9908,0.0
9909,3.0
9910,0.4
9911,0.4
9912,0.0
9913,4.4
9914,2.0
9915,3.0
9916,7.7
9917,2.0
9918,11.4
9919,51.5
9920,2.8
9921,21.9
9922,1.6
9923,3.6
9924,0.0
9925,0.8
9926,16.5
9927,0.2
9928,11.4
9929,31.9
9930,2.4
9931,12.0
9932,2.3
9933,1.2
9934,6.8
9935,0.0
9936,0.2
9937,53.8
9938,1.5
9939,2.2
9940,1.7
9941,0.2
9942,3.5
9943,1.2
9944,54.7
9945,13.8
9946,2.6
9947,3.0
9948,1.8
9949,5.7
9950,0.9
9951,70.5
9952,11.9
9953,95.8
9954,2.0
9955,10.4
9956,11.7
9957,8.6
9958,21.1
9959,23.7
9960,1.0
9961,27.4
9962,2.4
9963,11.0
9964,1.5
9965,10.1
9966,97.5
9967,3.8
9968,420.9
9969,2.6
9970,6.0
9971,37.6
9972,21.9
9973,2.4
9974,49.0
9975,2.4
9976,1.4
9977,22.5
9978,49.4
9979,10.0
9980,25.2
9981,71.2
9982,69.8
9983,2.0
9984,16.4
9985,42.6
9986,0.0
9987,9.8
9988,4.9
9989,1.3
9990,0.4
9991,21.4
9992,5.9
9993,38.8
9994,3.6
9995,0.0
9996,32.4
9997,0.0
9998,28.9
9999,15.1
10000,0.0
10001,0.4
10002,54.0
10003,1.9
10004,0.2
10005,1.8
10006,36.3
10007,2.0
10008,9.0
10009,26.4
10010,2.2
10011,9.5
10012,50.9
10013,54.0
10014,92.6
10015,86.3
10016,44.4
10017,1.4
10018,2.0
10019,2.8
10020,4.4
10021,1.0
10022,30.4
10023,37.0
10024,68.8
10025,13.3
10026,82.3
10027,0.0
10028,5.8
10029,19.3
10030,2.0
10031,0.0
10032,17.7
10033,2.0
10034,4.2
10035,3.4
10036,1.2
10037,1.7
10038,0.8
10039,1.0
10040,81.6
10041,1.2
10042,4.0
10043,248.4
10044,52.9
10045,124.9
10046,8.1
10047,10.7
10048,1.3
10049,1.8
10050,2.2
10051,13.9
10052,47.9
10053,0.3
10054,93.0
10055,2.6
10056,2.2
10057,1.3
10058,1.2
10059,1.4
10060,1.1
10061,2.8
10062,0.6
10063,152.1
10064,14.7
10065,7.7
10066,0.5
10067,0.4
10068,41.7
10069,56.6
10070,9.2
10071,4.9
10072,1.8
10073,2.1
10074,27.4
10075,1.7
10076,1.0
10077,5.1
10078,1.2
10079,70.4
10080,0.0
10081,49.6
10082,55.5
10083,8.2
10084,13.4
10085,1.0
10086,13.1
10087,4.8
10088,7.5
10089,2.8
10090,7.5
10091,22.7
10092,32.4
10093,60.7
10094,0.0
10095,93.5
10096,34.3
10097,10.0
10098,0.7
10099,25.2
10100,73.6
10101,47.3
10102,8.7
10103,147.2
10104,2.2
10105,0.9
10106,58.4
10107,66.2
10108,0.9
10109,1.3
10110,0.2
10111,9.5
10112,11.6
10113,2.8
10114,1.4
10115,1.9
10116,1.8
10117,14.0
10118,36.8
10119,23.8
10120,31.4
10121,19.5
10122,11.4
10123,3.2
10124,40.2
10125,0.0
10126,1.2
10127,1.6
10128,13.8
10129,6.7
10130,15.0
10131,15.9
10132,1.0
10133,15.1
10134,20.8
